"center","left","right","steering","x","x1","velocity"
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_16_019.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_16_019.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_16_019.jpg,0,1,0,30.19016
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_16_086.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_16_086.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_16_086.jpg,0,1,0,30.19024
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_16_161.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_16_161.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_16_161.jpg,0,1,0,30.19031
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_16_238.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_16_238.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_16_238.jpg,-0.15,1,0,30.18473
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_16_309.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_16_309.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_16_309.jpg,0,1,0,30.18999
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_16_382.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_16_382.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_16_382.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_16_454.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_16_454.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_16_454.jpg,-0.15,1,0,30.18478
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_16_525.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_16_525.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_16_525.jpg,-0.3,1,0,30.16986
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_16_600.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_16_600.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_16_600.jpg,0,1,0,30.18986
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_16_675.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_16_675.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_16_675.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_16_751.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_16_751.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_16_751.jpg,-0.2,1,0,30.18164
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_16_823.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_16_823.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_16_823.jpg,0,1,0,30.18514
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_16_901.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_16_901.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_16_901.jpg,0,1,0,30.1901
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_16_982.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_16_982.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_16_982.jpg,-0.05,1,0,30.19011
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_17_055.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_17_055.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_17_055.jpg,-0.25,1,0,30.17669
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_17_123.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_17_123.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_17_123.jpg,-0.4,1,0,30.1591
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_17_197.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_17_197.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_17_197.jpg,0,1,0,30.18663
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_17_268.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_17_268.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_17_268.jpg,0,1,0,30.18937
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_17_342.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_17_342.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_17_342.jpg,0,1,0,30.19016
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_17_414.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_17_414.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_17_414.jpg,-0.1,1,0,30.18878
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_17_482.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_17_482.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_17_482.jpg,-0.25,1,0,30.17647
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_17_561.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_17_561.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_17_561.jpg,0,1,0,30.19011
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_17_634.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_17_634.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_17_634.jpg,0,1,0,30.19028
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_17_718.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_17_718.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_17_718.jpg,0,1,0,30.1905
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_17_784.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_17_784.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_17_784.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_17_857.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_17_857.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_17_857.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_17_926.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_17_926.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_17_926.jpg,0,1,0,30.18983
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_18_001.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_18_001.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_18_001.jpg,0,1,0,30.19031
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_18_074.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_18_074.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_18_074.jpg,0,1,0,30.19031
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_18_139.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_18_139.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_18_139.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_18_215.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_18_215.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_18_215.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_18_284.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_18_284.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_18_284.jpg,-0.15,1,0,30.18452
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_18_363.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_18_363.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_18_363.jpg,0,1,0,30.18974
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_18_434.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_18_434.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_18_434.jpg,0,1,0,30.19008
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_18_506.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_18_506.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_18_506.jpg,-0.15,1,0,30.18523
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_18_575.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_18_575.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_18_575.jpg,0,1,0,30.18478
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_18_644.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_18_644.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_18_644.jpg,0,1,0,30.18961
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_18_729.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_18_729.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_18_729.jpg,-0.05,1,0,30.19185
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_18_806.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_18_806.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_18_806.jpg,-0.25,1,0,30.17699
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_18_877.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_18_877.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_18_877.jpg,0,1,0,30.18165
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_18_946.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_18_946.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_18_946.jpg,0,1,0,30.18908
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_19_019.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_19_019.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_19_019.jpg,-0.15,1,0,30.18768
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_19_099.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_19_099.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_19_099.jpg,-0.35,1,0,30.16822
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_19_168.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_19_168.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_19_168.jpg,0,1,0,30.18815
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_19_243.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_19_243.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_19_243.jpg,0,1,0,30.19
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_19_310.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_19_310.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_19_310.jpg,-0.1,1,0,30.18948
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_19_381.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_19_381.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_19_381.jpg,-0.3,1,0,30.17231
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_19_460.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_19_460.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_19_460.jpg,0,1,0,30.18991
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_19_539.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_19_539.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_19_539.jpg,0,1,0,30.1904
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_19_615.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_19_615.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_19_615.jpg,0,1,0,30.19054
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_19_685.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_19_685.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_19_685.jpg,0,1,0,30.19075
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_19_754.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_19_754.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_19_754.jpg,0,1,0,30.19013
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_19_829.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_19_829.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_19_829.jpg,-0.15,1,0,30.18482
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_19_901.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_19_901.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_19_901.jpg,0,1,0,30.18961
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_19_982.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_19_982.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_19_982.jpg,0,1,0,30.19003
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_20_054.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_20_054.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_20_054.jpg,0,1,0,30.19026
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_20_121.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_20_121.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_20_121.jpg,0,1,0,30.19028
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_20_196.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_20_196.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_20_196.jpg,0,1,0,30.19028
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_20_275.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_20_275.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_20_275.jpg,0,1,0,30.1902
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_20_345.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_20_345.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_20_345.jpg,0,1,0,30.19027
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_20_432.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_20_432.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_20_432.jpg,0,1,0,30.19028
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_20_502.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_20_502.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_20_502.jpg,0,1,0,30.19021
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_20_576.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_20_576.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_20_576.jpg,0,1,0,30.19026
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_20_652.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_20_652.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_20_652.jpg,-0.15,1,0,30.1844
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_20_732.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_20_732.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_20_732.jpg,-0.35,1,0,30.16394
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_20_805.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_20_805.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_20_805.jpg,0,1,0,30.1889
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_20_874.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_20_874.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_20_874.jpg,0,1,0,30.1895
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_20_952.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_20_952.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_20_952.jpg,0,1,0,30.19011
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_21_032.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_21_032.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_21_032.jpg,0,1,0,30.19019
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_21_103.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_21_103.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_21_103.jpg,0,1,0,30.19028
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_21_174.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_21_174.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_21_174.jpg,0,1,0,30.19012
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_21_251.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_21_251.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_21_251.jpg,0,1,0,30.19026
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_21_325.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_21_325.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_21_325.jpg,0,1,0,30.19027
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_21_396.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_21_396.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_21_396.jpg,-0.15,1,0,30.18426
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_21_466.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_21_466.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_21_466.jpg,-0.3,1,0,30.16953
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_21_538.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_21_538.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_21_538.jpg,0,1,0,30.18985
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_21_616.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_21_616.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_21_616.jpg,0,1,0,30.1902
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_21_687.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_21_687.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_21_687.jpg,-0.15,1,0,30.18572
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_21_765.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_21_765.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_21_765.jpg,0,1,0,30.18509
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_21_841.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_21_841.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_21_841.jpg,0,1,0,30.18962
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_21_917.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_21_917.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_21_917.jpg,0,1,0,30.19019
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_21_985.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_21_985.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_21_985.jpg,0,1,0,30.19028
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_22_063.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_22_063.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_22_063.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_22_135.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_22_135.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_22_135.jpg,0,1,0,30.19027
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_22_216.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_22_216.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_22_216.jpg,-0.1,1,0,30.18777
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_20_22_295.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_20_22_295.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_20_22_295.jpg,0,1,0,30.18583
